age,tenure_years,num_policies,annual_premium,num_claims,claim_amount,policy_type,region,complaint_count,contacted_support,premium_increase_pct,satisfaction_score,years_since_last_claim,digital_engagement,churn
46,19,4,4309,1,619,Health,North,0,1,20.23,5,0,1,0
47,18,4,2911,0,0,Life,West,3,0,21.64,4,2,1,1
32,10,1,2607,1,1280,Auto,South,1,0,7.82,4,1,1,0
59,9,1,4053,0,0,Home,South,0,0,17.48,3,3,1,0
23,8,1,1773,1,1765,Life,North,1,0,25.27,1,3,1,1
28,10,1,1059,0,0,Health,South,1,0,8.88,4,8,0,0
39,17,3,616,0,0,Health,West,2,0,26.92,3,6,1,0
48,2,1,3546,1,1003,Life,West,0,0,18.61,3,2,0,0
55,6,1,543,1,1277,Life,South,2,0,12.7,4,6,0,1
48,5,1,1008,0,0,Health,East,0,0,18.7,3,7,0,0
38,9,4,3939,0,0,Home,West,2,1,12.06,4,6,1,0
64,5,2,4428,0,0,Life,South,0,0,25.14,3,7,0,0
65,18,2,1416,1,2102,Health,West,2,0,14.47,2,8,1,0
45,9,1,3445,0,0,Auto,West,3,0,27.04,3,0,1,1
46,17,4,1298,0,0,Home,North,0,0,15.29,5,9,1,0
28,17,3,2260,1,1598,Home,South,3,0,19.81,5,5,0,1
27,12,1,2833,2,1400,Health,West,0,0,29.93,2,3,1,0
45,7,1,3775,0,0,Home,East,0,1,4.41,3,0,0,0
54,3,1,1318,0,0,Life,South,0,1,22.1,5,1,0,1
50,10,1,2668,1,384,Auto,East,3,1,4.17,2,9,1,1
64,2,2,4235,1,2803,Auto,South,0,0,25.17,3,3,0,1
43,3,4,3565,2,2990,Life,East,0,0,17.89,3,0,1,0
47,16,2,3759,1,254,Health,East,1,0,28.14,4,5,1,0
49,2,3,1406,2,3848,Life,South,3,1,25.98,3,0,0,1
42,10,2,4608,2,4140,Home,North,1,0,2.25,1,8,1,0
28,6,2,1102,1,276,Health,North,0,0,4.12,4,9,0,0
38,11,2,4795,2,5086,Auto,South,0,0,18.04,1,2,0,0
41,7,1,3133,0,0,Life,West,0,1,15.55,4,0,1,0
62,15,1,2291,1,1871,Life,South,1,1,5.06,3,5,0,0
41,6,2,4027,0,0,Home,South,0,1,3.88,3,5,1,0
43,9,1,2311,1,1934,Auto,West,0,0,16.92,1,6,0,0
49,12,1,4411,0,0,Home,South,2,0,1.47,4,6,1,0
61,19,2,1340,4,6336,Life,South,0,1,26.21,3,9,1,0
28,3,4,3642,0,0,Life,West,0,0,24.21,3,3,1,0
22,15,2,2590,0,0,Health,West,0,0,23.56,4,4,1,0
53,2,3,1536,4,5144,Health,North,0,1,0.48,4,2,1,0
34,2,2,1224,0,0,Life,East,0,1,1.43,1,5,1,0
51,3,3,1487,0,0,Auto,East,0,1,16.5,2,6,0,0
44,6,2,1302,0,0,Health,North,2,0,29.83,2,8,1,1
40,15,3,3082,0,0,Life,North,0,0,10.27,4,8,1,0
53,10,2,4337,1,2281,Health,East,0,0,10.33,4,4,1,0
51,9,2,1026,1,1026,Health,North,1,1,4.03,4,3,1,0
50,1,2,2165,0,0,Auto,South,1,1,20.23,4,6,1,1
66,16,2,1638,1,329,Health,North,1,1,19.4,5,2,1,0
50,6,1,959,0,0,Health,North,3,1,3.04,3,3,1,1
51,9,1,3052,1,1374,Life,North,1,1,14.02,3,8,1,0
37,4,1,4920,3,8706,Home,North,0,0,20.01,5,4,1,0
61,2,3,3308,0,0,Home,East,1,1,14.81,2,9,0,1
40,4,1,3398,0,0,Auto,West,0,1,20.23,3,6,1,0
39,1,1,3743,0,0,Life,East,0,0,24.49,2,1,1,0
22,19,2,4568,0,0,Health,East,0,0,20.57,5,8,1,0
35,10,1,2831,2,2474,Auto,West,0,1,18.48,3,4,1,0
68,15,2,4185,0,0,Home,East,0,0,25.61,2,4,1,0
23,19,1,1131,0,0,Home,South,0,1,27.02,4,3,0,0
49,16,4,2956,2,4014,Home,West,0,0,11.67,2,7,0,0
51,4,3,1481,1,1767,Life,South,2,1,5.2,5,3,0,1
59,2,3,4817,0,0,Home,East,2,0,24.54,3,1,0,1
25,13,2,2056,0,0,Auto,East,0,0,6.41,4,4,1,0
22,1,3,2705,0,0,Auto,West,1,0,27.87,3,2,1,1
29,17,1,4943,2,4782,Health,East,0,0,0.69,5,3,0,0
50,13,1,4455,1,303,Health,North,2,0,27.64,5,2,0,1
60,4,1,1421,0,0,Health,South,0,0,17.68,4,6,0,0
24,7,2,904,1,1678,Life,South,0,1,23.24,5,5,0,0
53,17,2,2120,0,0,Health,North,0,0,11.95,2,1,1,0
31,9,2,3452,2,2788,Home,West,0,1,29.75,5,7,0,1
31,4,1,3618,1,775,Life,West,0,1,6.83,4,4,0,0
40,19,2,2094,3,5418,Life,North,0,1,7.93,5,5,1,0
67,1,2,1065,0,0,Life,North,0,0,1.54,4,7,0,0
55,10,2,3368,0,0,Health,South,0,0,28.21,2,6,1,0
54,4,2,1357,0,0,Home,North,0,0,13.68,4,2,1,0
44,9,1,1784,2,5128,Life,North,3,1,20.25,1,1,0,1
49,13,3,1084,0,0,Life,North,0,1,20.62,4,2,1,0
53,14,2,4827,0,0,Home,East,0,0,26.24,3,7,1,0
28,10,1,1745,1,1883,Home,North,1,0,19.95,2,3,0,1
50,6,1,551,0,0,Life,East,2,0,16.86,5,7,0,1
29,16,2,2663,1,629,Auto,South,0,0,21.31,5,3,1,0
22,6,3,1037,1,2951,Auto,South,2,0,22.53,5,6,1,1
24,17,2,1040,0,0,Auto,West,0,1,5.58,4,5,1,0
45,10,1,1314,1,995,Health,South,0,0,3.29,4,9,0,0
44,18,3,1915,1,631,Home,West,0,1,2.25,4,0,0,0
29,18,2,3338,0,0,Life,East,1,1,11.22,2,7,1,0
68,3,2,2152,2,3486,Life,North,0,1,14.94,5,5,1,0
58,15,2,3165,0,0,Health,South,1,0,18.47,5,1,1,0
24,15,1,4562,0,0,Health,North,0,0,28.74,4,4,0,0
54,4,2,2856,0,0,Home,West,1,0,9.92,5,1,1,0
49,9,1,4310,1,1830,Health,East,0,1,22.83,4,9,1,0
68,19,4,1363,0,0,Life,South,0,0,15.94,3,6,1,0
29,17,2,685,1,1288,Health,North,0,0,6.6,5,9,0,0
55,11,2,4856,2,2184,Health,West,1,0,18.46,3,5,1,0
56,9,2,2051,2,938,Home,North,0,0,29.02,4,6,1,0
53,10,4,2707,0,0,Health,South,1,1,3.73,3,5,0,0
45,18,3,1261,2,2646,Auto,North,1,0,15.22,4,9,1,0
35,13,2,4819,0,0,Auto,East,0,0,1.55,4,0,1,0
53,8,2,1779,1,1242,Auto,South,3,0,9.64,4,2,0,1
67,7,2,4775,1,2472,Auto,West,1,0,18.62,3,9,1,0
64,17,2,4194,1,1841,Life,South,0,1,25.23,3,1,0,0
37,15,1,3781,1,2707,Home,West,0,0,21.91,4,0,1,0
25,15,2,2036,0,0,Auto,West,0,0,13.89,5,0,1,0
58,1,1,3664,2,3166,Auto,South,0,1,27.28,1,3,1,1
42,14,4,3270,1,1653,Home,West,0,1,9.08,2,0,1,0
35,5,1,2463,2,428,Auto,South,0,0,22.62,2,1,1,0
52,11,4,4345,1,2807,Auto,East,1,0,14.22,5,0,1,0
69,16,2,3935,1,1874,Home,East,0,0,26.96,4,5,1,0
39,2,2,1061,0,0,Life,North,1,0,23.92,5,3,0,1
28,8,2,2921,0,0,Health,East,0,0,27.04,4,7,0,0
31,11,1,2635,0,0,Health,West,0,0,6.43,3,4,1,0
28,18,1,2561,1,1680,Health,North,1,1,20.04,4,9,0,0
54,3,1,2680,0,0,Auto,North,1,0,22.15,2,4,1,1
44,1,2,2460,0,0,Auto,South,0,1,22.27,3,7,1,0
42,11,2,4379,0,0,Auto,North,0,1,15.12,3,9,0,0
40,16,3,3779,2,3150,Home,South,0,1,0.34,3,5,0,0
69,18,1,4384,1,1175,Life,North,0,0,7.84,3,5,1,0
40,16,1,3770,4,7540,Auto,East,0,1,9.7,1,2,1,0
57,10,2,1082,2,4566,Health,South,1,1,25.56,2,5,0,1
50,18,4,2113,0,0,Health,West,0,0,25.23,3,9,1,0
39,6,2,1601,0,0,Life,North,0,0,3.14,4,6,1,0
23,19,2,788,1,262,Home,East,0,0,28.5,2,1,1,0
22,4,2,4359,0,0,Health,East,0,1,5.47,3,2,1,0
68,13,1,3560,1,708,Auto,South,0,0,12.43,1,5,0,0
26,14,4,3426,2,774,Health,South,0,0,6.45,4,9,1,0
41,3,2,4602,1,2982,Life,South,0,1,25.81,4,8,0,1
32,10,1,1683,1,292,Health,West,1,0,22.48,5,8,0,0
63,6,2,4835,1,204,Health,West,0,1,10.61,5,7,0,0
23,1,1,1946,0,0,Home,West,2,0,20.46,3,7,0,1
24,14,4,2249,1,2755,Life,North,0,1,5.53,2,8,1,0
44,8,1,2403,0,0,Home,West,0,0,11.47,2,8,0,0
33,19,2,3675,0,0,Home,South,1,0,11.31,5,9,1,0
41,14,1,1577,0,0,Home,East,1,1,7.14,4,8,1,0
26,10,2,2877,0,0,Health,East,0,0,26.29,1,4,1,0
58,17,3,1347,0,0,Home,South,1,0,20.37,2,5,1,0
59,9,2,3376,2,1766,Health,West,2,1,8.4,3,4,1,1
51,6,2,1739,1,1332,Life,West,1,0,7.26,2,0,0,0
30,11,3,1832,0,0,Life,South,0,1,0.54,5,3,1,0
55,7,1,4006,0,0,Home,East,1,0,10.4,4,0,0,0
65,17,1,2879,1,2302,Life,North,1,0,15.8,4,0,1,0
56,1,1,4622,2,1960,Health,East,1,0,8.33,3,2,0,1
43,5,4,3737,2,5090,Life,West,1,1,21.01,3,6,1,1
65,9,1,2865,0,0,Life,East,3,0,12.35,4,0,0,1
45,18,2,2912,1,1241,Life,West,0,1,9.49,4,6,0,0
38,2,2,3674,0,0,Home,East,0,1,28.17,3,9,1,1
31,11,1,872,0,0,Health,South,0,0,7.88,3,9,1,0
51,6,1,2449,1,1842,Home,West,0,1,11.95,5,0,0,0
67,8,1,744,0,0,Auto,North,0,1,11.47,2,8,1,0
44,4,2,2340,2,4452,Home,North,0,0,7.24,3,4,0,0
53,18,1,3927,2,4374,Health,South,0,0,6.52,3,5,1,0
38,11,1,624,0,0,Auto,East,1,0,9.07,4,8,1,0
38,5,3,3253,1,1469,Health,South,1,1,25.93,1,2,0,1
35,15,4,2419,0,0,Health,South,0,1,23.01,4,2,1,0
30,18,1,2135,1,1312,Auto,North,2,0,20.43,2,4,0,1
61,2,1,1925,0,0,Auto,North,0,0,13.71,1,6,0,0
23,11,1,2040,0,0,Auto,West,1,1,15.23,4,2,1,0
66,13,2,1030,0,0,Auto,West,1,0,8.01,4,3,1,0
46,4,3,4849,2,2472,Life,West,0,1,2.23,5,1,1,0
60,7,1,3603,2,5792,Auto,South,0,0,9.93,3,8,0,0
30,11,1,2301,1,1538,Life,South,0,1,14.87,3,9,1,0
43,4,3,1536,1,2236,Health,West,1,1,1.72,4,8,1,0
64,15,2,4228,1,884,Auto,North,1,0,2.65,3,1,1,0
67,1,1,4511,2,4452,Home,North,0,0,7.89,1,4,0,1
25,3,2,3963,0,0,Life,East,0,0,11.01,2,0,1,0
47,14,1,1642,1,2754,Life,West,0,0,11.8,2,7,1,0
50,6,1,2255,0,0,Life,South,0,0,3.54,3,5,1,0
66,18,3,2129,1,1967,Health,East,3,1,6.77,5,9,0,0
55,1,3,1262,0,0,Auto,East,0,0,7.85,5,9,1,0
44,6,2,4457,0,0,Auto,East,2,0,2.03,5,1,1,0
58,6,4,1057,0,0,Auto,West,1,1,9.78,5,1,1,0
32,16,2,1339,2,1640,Home,West,3,1,2.17,3,9,1,1
27,5,3,502,1,1456,Health,West,0,0,21.1,2,4,0,0
39,17,2,1551,1,2358,Life,North,0,1,11.58,4,6,0,0
42,10,3,1904,2,4302,Life,East,0,1,9.8,5,8,1,0
63,18,4,656,1,1455,Home,North,1,0,3.8,3,8,0,0
57,7,1,2437,0,0,Auto,West,1,0,6.8,3,5,1,0
62,3,4,1010,0,0,Auto,North,0,0,6.98,2,1,1,0
59,13,3,3904,0,0,Health,North,1,1,29.56,3,5,0,1
55,15,3,1637,0,0,Health,South,0,1,25.06,3,0,1,0
38,19,1,4414,0,0,Home,West,0,1,0.46,3,1,1,0
58,3,3,3821,0,0,Life,East,0,0,18.51,5,2,1,0
46,4,3,1214,0,0,Auto,West,0,0,7.68,1,4,1,0
59,5,1,2786,2,1330,Health,North,0,1,3.13,5,9,0,0
33,1,4,3154,0,0,Life,West,0,0,21.17,1,0,1,0
44,4,1,1490,0,0,Auto,West,2,0,3.95,5,9,1,0
63,12,1,4929,2,1378,Health,South,1,0,13.31,3,4,1,0
43,10,2,2660,0,0,Auto,South,0,1,18.96,4,4,0,0
42,13,2,4957,1,2681,Auto,West,1,0,16.63,2,3,0,0
48,14,2,2644,2,3588,Health,South,0,0,29.33,4,2,1,0
52,5,1,2563,1,395,Auto,North,0,1,23.57,5,6,0,1
27,4,4,3103,0,0,Health,North,1,1,23.23,2,6,1,1
48,14,1,2477,2,3348,Life,North,1,1,10.67,2,0,0,0
61,10,1,875,0,0,Auto,South,1,1,0.25,3,6,0,0
55,17,1,1241,2,3014,Health,West,1,0,22.03,2,2,0,1
33,10,2,4985,0,0,Life,North,1,0,29.99,2,2,0,1
66,7,4,3167,0,0,Home,East,0,1,12.18,4,5,1,0
28,16,2,1740,2,2948,Health,North,2,0,29.57,2,5,1,1
31,1,3,3970,1,538,Home,West,0,1,4.25,4,3,0,0
66,17,1,2867,0,0,Home,North,2,1,8.9,5,4,0,0
38,9,2,2743,0,0,Health,East,0,0,5.12,4,2,0,0
47,6,2,4049,1,821,Health,North,0,0,14.26,2,2,0,0
42,19,2,917,2,3712,Health,North,1,0,23.91,4,8,1,0
49,13,1,1106,0,0,Health,West,0,0,10.22,3,4,1,0
67,3,2,1067,1,842,Home,North,1,0,27.19,3,0,1,1
23,7,2,1043,1,2270,Auto,North,0,1,16.34,3,8,1,0
64,9,3,1383,1,1880,Life,South,1,0,13.96,5,9,1,0
22,5,2,1723,2,3100,Auto,West,0,1,23.61,4,5,1,0
57,10,1,3393,1,1377,Home,West,0,0,3.04,2,8,1,0
47,17,2,2568,0,0,Health,West,0,0,23.21,3,6,1,0
50,12,1,4209,0,0,Auto,West,1,0,7.29,3,9,1,0
42,16,3,2286,0,0,Auto,North,1,1,8.42,5,9,0,0
32,3,2,1957,3,1503,Health,East,0,0,17.98,5,6,1,0
61,9,1,2414,0,0,Health,East,3,0,27.06,3,4,1,1
32,15,4,577,1,2410,Auto,South,1,1,17.35,3,6,1,0
57,5,2,4113,0,0,Health,North,2,0,19.47,4,9,0,1
60,13,1,1808,1,1271,Health,West,0,0,23.3,3,3,1,0
61,14,2,1147,1,2692,Auto,West,0,0,7.78,2,5,1,0
56,15,1,2687,1,2143,Auto,East,0,0,24.82,4,1,0,0
55,16,3,1052,0,0,Life,South,0,0,12.54,3,9,1,0
68,13,3,781,2,3854,Life,North,0,0,5.27,4,2,1,0
45,17,4,1781,2,1482,Life,South,0,0,10.5,3,1,0,0
43,8,2,2346,4,1424,Health,North,0,1,7.38,4,9,1,0
26,2,2,2987,1,1489,Health,South,1,1,6.86,4,1,0,0
54,5,3,3293,0,0,Health,South,3,1,8.48,3,6,1,1
57,6,1,4211,1,1251,Life,West,2,1,5.43,4,4,1,1
68,12,2,4699,1,1136,Health,East,0,0,20.03,3,5,1,0
41,18,2,3276,0,0,Health,West,0,1,17.4,2,2,1,0
40,1,1,2096,0,0,Health,East,0,0,19.45,2,9,1,0
56,17,2,979,1,2456,Health,South,0,1,10.31,2,4,1,0
64,11,3,3812,0,0,Life,North,0,0,23.09,1,4,0,0
38,10,3,3718,0,0,Home,West,0,0,3.89,4,3,1,0
66,19,1,2463,1,1781,Life,North,0,1,17.13,3,9,0,0
64,14,1,2642,1,515,Auto,West,1,1,8.26,1,3,0,0
55,10,1,4398,1,2691,Home,West,1,1,15.83,5,7,1,0
30,15,3,2572,0,0,Health,West,0,0,9.71,4,5,1,0
47,19,1,1795,2,4340,Home,North,0,0,23.72,3,1,1,0
23,4,2,1438,0,0,Life,West,2,0,26.74,2,1,0,1
30,2,1,1261,0,0,Health,West,0,0,22.28,2,1,0,1
30,9,2,2169,0,0,Health,West,0,0,5.27,3,5,1,0
61,10,1,4362,0,0,Life,North,0,0,8.25,5,0,0,0
38,11,3,3185,1,769,Health,West,0,0,27.58,2,2,0,0
22,14,1,4399,1,2829,Health,North,0,0,13.12,4,0,1,0
46,7,2,2431,0,0,Auto,East,1,1,28.24,5,3,1,0
64,15,1,4439,1,2988,Home,West,0,1,11.77,4,0,0,0
61,19,2,1626,1,1107,Life,South,0,0,28.55,3,8,0,0
63,15,3,3797,0,0,Health,East,0,0,27.77,4,5,1,0
46,8,1,1703,2,3680,Health,North,1,0,19.82,5,7,1,0
60,11,3,4635,0,0,Health,South,0,0,0.26,4,1,0,0
56,9,2,4272,3,1614,Auto,North,0,1,12.01,5,5,1,0
24,15,1,1019,1,728,Health,North,0,1,27.34,3,3,0,0
58,1,2,2783,0,0,Life,West,0,1,26.55,5,6,1,0
65,1,1,982,1,1335,Auto,South,0,0,5.62,5,7,0,0
65,19,2,2977,0,0,Home,North,0,1,11.98,3,5,1,0
51,3,3,3593,0,0,Health,East,1,0,25.07,4,0,1,0
59,10,1,842,0,0,Health,West,3,0,17.34,4,7,1,1
55,8,2,1962,2,5104,Life,East,0,0,25.42,4,0,1,0
33,15,3,1702,2,3758,Life,East,0,1,24.8,5,8,1,0
40,10,4,2121,0,0,Life,West,0,0,27.22,1,1,1,0
58,1,2,2898,2,4998,Health,North,1,0,3.52,4,9,0,0
65,18,4,4096,0,0,Home,East,0,1,4.36,4,5,0,0
38,2,2,4035,0,0,Health,North,1,0,2.48,4,7,1,0
31,19,1,3377,1,2857,Life,North,1,0,28.06,4,4,1,0
68,13,3,2890,1,2227,Life,West,2,0,14.25,1,1,1,0
33,1,2,3851,1,1628,Health,East,2,0,1.93,3,4,1,1
37,2,2,3413,2,5102,Auto,East,1,1,9.65,5,0,1,0
45,16,2,1689,1,1489,Health,West,0,0,10.54,5,7,1,0
40,15,3,2840,2,5804,Health,North,0,0,24.29,2,7,1,0
29,13,3,4080,0,0,Health,North,0,0,22.06,4,1,0,0
52,16,2,2103,0,0,Life,West,0,1,20.68,5,5,0,0
42,17,1,3797,3,7362,Life,North,1,0,0.66,4,7,1,0
38,7,2,1097,0,0,Life,North,0,1,27.32,4,9,0,0
44,17,2,1144,1,2758,Life,East,1,0,6.47,1,7,0,0
58,7,1,3402,1,2221,Life,North,0,0,18.87,4,6,0,0
37,13,3,1263,0,0,Health,North,1,1,1.85,4,2,1,0
27,5,2,2142,3,7344,Auto,North,0,0,2.45,4,3,1,0
29,17,1,2797,0,0,Auto,North,0,0,0.29,4,0,0,0
46,3,1,2672,1,336,Auto,West,0,0,16.98,3,8,1,0
39,7,1,2660,1,329,Home,West,2,0,18.88,5,9,0,1
46,17,4,4249,3,4254,Life,West,0,0,1.51,4,9,1,0
33,7,1,3422,0,0,Home,North,0,1,8.71,4,1,1,0
36,1,1,1079,4,2524,Health,West,0,1,25.54,5,9,1,1
47,17,2,4304,1,2787,Health,South,1,0,3.04,5,6,1,0
62,17,1,2868,0,0,Health,South,0,0,6.5,5,7,0,0
66,11,1,4432,0,0,Life,South,3,1,12.73,4,3,1,1
47,3,1,3860,0,0,Home,East,0,0,25.27,3,9,0,0
68,15,2,1600,0,0,Life,North,0,0,7.65,3,0,0,0
53,11,2,2170,0,0,Health,East,1,1,29.91,3,4,1,1
31,16,1,2720,0,0,Health,West,0,1,10.66,3,9,1,0
37,9,2,716,0,0,Life,North,1,1,11.59,4,9,1,0
28,1,4,875,0,0,Life,South,0,1,3.66,2,5,1,0
38,16,1,2109,0,0,Life,North,3,1,20.41,5,6,1,1
44,9,1,4606,1,2207,Life,East,1,0,7.3,4,0,1,0
47,19,1,4339,0,0,Home,West,1,1,18.87,3,3,0,0
42,12,2,3439,2,2474,Health,West,0,0,6.69,3,4,1,0
43,19,3,4562,3,4746,Life,East,0,0,11.64,1,4,1,0
28,9,1,2113,1,576,Auto,North,1,0,25.7,5,6,0,0
35,7,2,4179,2,4980,Home,East,1,1,22.17,3,3,1,1
36,14,1,1796,1,1192,Life,West,0,0,4.64,4,9,0,0
28,19,2,4496,2,1228,Life,South,0,1,18.23,4,6,1,0
30,19,3,1655,1,593,Home,West,0,1,18.86,4,7,1,0
69,2,1,2866,0,0,Life,West,1,0,2.72,3,1,0,0
29,9,2,3391,1,557,Health,North,0,1,13.97,2,0,0,0
44,13,1,2472,1,1799,Life,South,0,1,7.82,3,9,1,0
50,15,2,1284,0,0,Home,West,0,1,14.01,3,9,1,0
39,3,1,4992,1,2921,Home,South,0,0,23.31,4,0,1,0
52,11,3,1581,1,2265,Auto,East,0,1,4.75,3,0,1,0
51,14,1,2533,2,5950,Health,North,3,1,3.7,2,8,0,1
60,8,3,2114,0,0,Health,South,0,0,8.08,1,3,0,0
56,18,1,2916,1,1791,Life,South,2,0,28.57,4,8,1,0
39,19,2,4153,2,708,Home,North,0,0,22.43,3,6,1,0
63,16,1,996,2,3580,Home,East,0,1,0.58,2,6,0,0
60,2,4,1004,1,1754,Health,South,0,0,12.03,4,1,1,0
38,8,1,3886,0,0,Auto,North,1,0,7.72,2,1,0,0
35,6,1,2708,1,2398,Life,West,1,1,19.14,3,4,1,1
52,12,2,3716,0,0,Health,North,0,0,13.78,3,9,0,0
45,15,1,4166,0,0,Auto,West,0,1,28.93,5,0,0,0
56,8,1,1908,0,0,Health,South,2,0,6.57,2,6,0,1
65,4,4,4864,2,4908,Health,South,3,0,17.64,3,6,0,1
66,15,4,4577,0,0,Life,South,0,0,21.01,5,7,0,0
55,17,1,1977,0,0,Auto,East,1,1,24.77,3,6,1,0
24,13,4,2897,0,0,Home,East,0,1,12.21,4,7,1,0
58,18,2,609,0,0,Home,West,0,1,20.61,3,2,0,0
64,2,1,4054,2,5888,Auto,North,0,1,9.1,2,2,1,0
61,13,2,1149,0,0,Health,West,0,0,13.06,4,7,1,0
47,13,2,1999,0,0,Life,North,1,0,26.87,5,8,0,0
44,15,4,1095,1,1270,Home,South,0,0,28.5,3,9,1,0
65,10,1,1478,0,0,Health,North,0,1,21.56,4,3,0,0
60,3,2,1230,0,0,Auto,East,2,1,11.23,4,7,0,1
36,19,1,556,2,1628,Auto,North,0,0,24.6,3,0,1,0
25,3,1,2743,0,0,Auto,North,0,1,0.78,4,1,0,0
50,14,1,2201,2,1646,Life,South,1,1,3.08,3,9,1,0
43,8,4,1786,0,0,Life,South,0,0,19.84,3,9,0,0
46,4,3,611,1,1545,Auto,East,0,1,8.74,3,9,1,0
34,11,3,1701,0,0,Home,North,0,0,28.54,5,8,1,0
39,11,2,1447,1,2117,Auto,North,0,1,13.08,3,1,0,0
54,11,1,4621,0,0,Health,North,2,0,12.88,4,1,1,0
37,2,1,1257,2,2594,Health,South,1,0,20.34,2,7,1,1
66,17,1,3888,1,652,Auto,East,0,0,23.03,3,4,1,0
63,9,1,2341,0,0,Auto,North,0,1,14.27,4,4,1,0
65,2,3,4035,1,1811,Auto,North,3,1,6.42,4,5,0,1
23,15,2,2793,0,0,Life,North,0,0,23.2,3,7,1,0
56,16,1,1604,0,0,Home,North,0,1,9.61,3,7,0,0
63,4,1,1161,1,2264,Health,East,3,1,5.25,5,8,0,1
55,8,1,1408,0,0,Auto,East,3,1,18.95,2,9,0,1
51,9,2,2356,1,1458,Life,East,0,0,2.71,4,2,1,0
34,5,4,2811,1,591,Health,South,0,0,29.14,4,8,1,0
34,16,2,1289,3,1659,Home,North,0,1,18.97,4,2,0,0
39,13,3,671,1,504,Life,North,0,0,29.58,5,0,0,0
53,7,2,4860,1,1822,Health,North,1,0,10.17,4,4,0,0
53,17,1,2486,0,0,Health,North,0,0,29.14,3,6,0,0
56,3,1,2385,0,0,Auto,West,0,0,4.37,3,2,0,0
60,5,3,975,0,0,Life,East,0,0,1.22,3,8,0,0
67,19,3,1549,2,4296,Life,West,3,1,0.99,1,0,0,1
50,12,1,4629,2,5512,Home,West,0,0,13.95,5,5,1,0
50,7,2,2811,0,0,Health,South,0,0,2.49,1,5,1,0
65,9,2,1661,0,0,Life,South,3,0,15.37,4,7,1,1
37,6,2,1315,0,0,Life,North,0,1,9.83,4,2,1,0
65,17,4,4266,0,0,Home,West,0,1,10.07,5,4,0,0
68,16,2,3422,0,0,Life,West,0,1,19.07,4,9,1,0
31,3,2,1253,0,0,Auto,East,0,0,4.89,4,4,0,0
51,4,1,961,0,0,Health,West,0,0,23.0,3,7,1,0
46,10,1,3739,1,2548,Home,South,0,1,17.46,4,6,1,0
60,5,1,3202,1,2692,Auto,West,0,1,27.45,3,2,1,1
41,10,1,580,1,2268,Health,South,0,1,10.95,5,6,1,0
26,12,2,3304,0,0,Life,North,0,0,29.48,2,9,1,0
22,10,2,1369,0,0,Home,South,0,0,17.27,3,7,0,0
51,13,1,1306,0,0,Health,North,0,0,29.2,3,4,1,0
24,11,3,2434,0,0,Home,East,0,1,0.81,4,4,1,0
66,16,1,1203,1,1666,Health,North,2,0,21.84,4,0,0,0
35,8,1,3023,1,295,Auto,West,0,0,24.5,2,7,1,0
51,8,1,3139,0,0,Life,South,0,0,1.6,2,5,1,0
25,8,1,4409,1,839,Auto,North,1,0,17.37,3,5,0,1
39,13,1,1664,2,2712,Health,North,0,0,24.06,3,4,1,0
58,2,2,1119,0,0,Health,North,1,0,16.83,3,4,1,0
46,12,2,3566,1,2493,Life,North,1,1,1.91,3,2,0,0
69,10,4,946,0,0,Life,North,1,0,20.8,4,2,1,0
22,12,1,2837,0,0,Life,North,1,0,1.82,3,1,1,0
67,11,1,708,0,0,Health,South,0,0,24.52,5,8,1,0
36,15,1,2960,1,1833,Home,West,1,0,1.29,3,7,1,0
30,16,2,3942,0,0,Health,West,0,1,4.12,4,2,0,0
36,17,1,3211,4,7268,Auto,North,0,0,8.25,4,4,0,0
45,2,3,2837,0,0,Life,South,2,1,19.0,3,9,0,1
25,18,2,1791,1,1871,Health,North,0,0,29.29,3,4,0,0
33,12,2,2698,2,3588,Health,East,3,1,3.53,3,7,1,1
58,19,2,1900,0,0,Home,West,0,0,4.28,2,5,1,0
58,18,1,3155,0,0,Auto,North,0,0,11.07,3,6,1,0
64,17,1,4512,0,0,Health,South,0,1,25.09,3,4,0,0
27,6,1,1204,1,491,Auto,West,1,0,14.02,2,0,0,1
60,15,2,1325,1,2589,Life,South,0,0,9.65,3,7,1,0
67,3,1,1504,3,3642,Health,East,0,1,16.84,3,3,1,0
45,6,1,3960,2,3666,Life,North,0,0,7.82,2,4,1,0
32,3,4,876,0,0,Health,East,1,0,12.03,2,0,1,0
34,1,1,1472,1,1859,Life,West,0,0,9.98,4,2,1,0
55,13,3,4713,1,784,Auto,North,1,1,24.12,4,1,1,0
46,14,3,3576,2,4226,Health,West,0,1,27.73,5,1,1,0
28,13,1,943,0,0,Auto,North,0,0,22.79,1,0,1,0
25,4,1,1254,3,5076,Health,South,0,0,13.17,2,5,0,0
29,7,1,4104,0,0,Life,West,3,0,15.13,1,7,1,1
41,10,2,2671,0,0,Auto,East,0,0,3.75,3,2,0,0
50,7,2,3205,1,654,Auto,East,0,1,22.41,4,0,0,0
66,15,3,3965,0,0,Home,South,1,0,17.89,3,9,0,0
67,15,4,3211,0,0,Health,South,0,0,27.07,4,1,0,0
31,4,2,2907,0,0,Auto,East,1,1,6.02,4,2,1,0
64,6,1,1122,1,2345,Auto,South,0,1,22.79,5,5,1,0
55,5,1,2223,2,956,Life,North,0,1,20.54,2,2,1,0
47,12,3,3822,3,6489,Life,East,0,1,7.98,1,8,0,0
62,1,1,2419,0,0,Life,West,0,1,20.02,3,0,0,1
